maxIntensity,f2,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_6th_coef,std_Log_energy,std_MFCC_6th_coef,std_MFCC_10th_coef,std_delta_log_energy,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_delta_delta_log_energy,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta,app_entropy_shannon_9_coef,tqwt_energy_dec_6,tqwt_energy_dec_7,tqwt_energy_dec_11,tqwt_energy_dec_12,tqwt_energy_dec_13,tqwt_energy_dec_19,tqwt_energy_dec_21,tqwt_energy_dec_26,tqwt_energy_dec_35,tqwt_entropy_shannon_dec_6,tqwt_entropy_shannon_dec_9,tqwt_entropy_shannon_dec_10,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_12,tqwt_entropy_shannon_dec_13,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_33,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_TKEO_mean_dec_5,tqwt_TKEO_mean_dec_6,tqwt_TKEO_mean_dec_10,tqwt_TKEO_mean_dec_11,tqwt_TKEO_mean_dec_12,tqwt_TKEO_mean_dec_13,tqwt_TKEO_mean_dec_14,tqwt_TKEO_mean_dec_16,tqwt_TKEO_mean_dec_17,tqwt_TKEO_mean_dec_19,tqwt_TKEO_mean_dec_32,tqwt_TKEO_mean_dec_34,tqwt_TKEO_mean_dec_36,tqwt_TKEO_std_dec_9,tqwt_TKEO_std_dec_12,tqwt_TKEO_std_dec_13,tqwt_TKEO_std_dec_14,tqwt_TKEO_std_dec_15,tqwt_TKEO_std_dec_16,tqwt_TKEO_std_dec_17,tqwt_medianValue_dec_34,tqwt_medianValue_dec_36,tqwt_meanValue_dec_36,tqwt_stdValue_dec_6,tqwt_stdValue_dec_7,tqwt_stdValue_dec_13,tqwt_stdValue_dec_14,tqwt_stdValue_dec_15,tqwt_stdValue_dec_16,tqwt_stdValue_dec_21,tqwt_stdValue_dec_33,tqwt_minValue_dec_13,tqwt_minValue_dec_14,tqwt_minValue_dec_15,tqwt_minValue_dec_17,tqwt_minValue_dec_26,tqwt_maxValue_dec_12,tqwt_maxValue_dec_13,tqwt_maxValue_dec_14,tqwt_maxValue_dec_15,tqwt_maxValue_dec_16,tqwt_maxValue_dec_17,tqwt_kurtosisValue_dec_17,tqwt_kurtosisValue_dec_18,tqwt_kurtosisValue_dec_26,tqwt_kurtosisValue_dec_36
73.32477768,1124.088113,3.3667,-0.22184,-0.70933,2.6473,0.69338,0.31471,0.29559,0.075134,0.099218,0.1168,0.087282,0.049403,0.069838,0.049117,0.049298,0.077497,0.031046,0.037622,0.042194,0.032774,0.022027,0.028493,0.023403,0.020149,0.018324,-1846577079.0,1.22e-05,1.52e-05,0.00081895,0.00032567,0.0021714,0.12649,0.033695,0.17469,4.31e-06,0.14612,4.287,9.321,6.3351,2.6207,14.4661,53.2844,79.0509,61.4169,134.6797,0.18368,-135929.0259,-61679.2616,-7146.1253,-2560.2255,-3567.6643,-3052.9551,8.84e-07,3.82e-07,8.25e-05,6.38e-05,2.04e-05,0.00011617,0.0011199,0.0018744,0.006278,0.044235,0.00043361,3.51e-05,4.5e-05,2.74e-05,5.55e-05,0.00019429,0.0014346,0.0036447,0.0035442,0.0088607,-6.87e-05,-0.014384,-0.013899,0.000464,0.00056714,0.011703,0.027709,0.039201,0.038124,0.0956,0.0079153,-0.063998,-0.13644,-0.19225,-0.3797,-0.82398,0.028089,0.063998,0.13631,0.2061,0.22383,0.3797,4.0794,3.6601,2.0959,64.3239
80.11060772,1005.997522,0.96335,1.0394,-0.86676,0.19808,0.27306,0.31693,0.032864,0.036645,0.037302,0.038748,0.036982,0.033133,0.030296,0.032616,0.031229,0.012437,0.018907,0.019104,0.01905,0.018024,0.016043,0.015481,0.015324,0.016705,0.016761,-2246437136.0,0.00016654,0.00022456,0.00068774,0.00063833,0.0039833,0.035685,0.014772,0.24527,0.00011088,7.9645,29.6238,34.4948,25.2735,23.4101,111.126,419.9401,907.6941,1071.8667,679.8761,6.3674,-103208.2608,-28652.1104,-3335.59,-681.9794,-1942.0822,-1751.1884,4.44e-05,2.56e-05,0.00035575,0.00030781,0.00021325,0.0014192,0.011839,0.12836,0.085358,0.071848,0.012389,0.0062911,0.01975,0.00038409,0.00041607,0.0017877,0.014582,0.062996,0.11399,0.10318,0.0045115,-0.0013971,-0.0024839,0.0041369,0.0052622,0.038298,0.10024,0.19681,0.26436,0.15294,0.064005,-0.15605,-0.494,-0.84535,-0.8113,-1.9564,0.076266,0.19379,0.50068,0.72688,0.89948,0.77762,3.4908,3.1944,1.6998,4.8342
81.9414155,1380.807988,1.0353,2.6244,-0.45186,0.22895,0.2671,0.29994,0.036442,0.04582,0.040326,0.043401,0.034792,0.038744,0.032772,0.035109,0.036841,0.017009,0.023169,0.020976,0.02416,0.021085,0.019442,0.018534,0.018549,0.021144,0.017698,-2008718535.0,0.0019899,0.0022868,0.0024609,0.00042383,0.0017872,0.011028,0.0031553,0.26679,6.14e-05,99.5407,103.9987,174.418,106.9103,23.4117,79.0604,221.2272,289.4918,273.2175,408.7115,9.7807,-109660.2416,-45180.5648,-3335.528,465.1894,-2110.3694,-1834.9532,0.00019976,0.00049499,0.002544,0.0017157,0.00020848,0.0010226,0.0067096,0.011904,0.033605,0.032116,0.024477,0.0048316,0.012943,0.0015843,0.00045212,0.0014511,0.0081009,0.016481,0.013703,0.031765,-0.0018437,0.00088781,-0.0013847,0.017521,0.020575,0.031431,0.066007,0.088299,0.093838,0.086606,0.085037,-0.17589,-0.29839,-0.39698,-0.56809,-2.5412,0.085972,0.14643,0.29377,0.40023,0.30695,0.56803,2.8553,3.348,1.6949,4.9534
71.8581641,1206.79348,1.6453,1.5859,-0.4948,0.24256,0.4023,0.33547,0.04085,0.073419,0.055006,0.059985,0.06466,0.057674,0.056959,0.054442,0.057686,0.016998,0.042045,0.023572,0.028225,0.035418,0.027496,0.023271,0.027921,0.033218,0.027667,-3322376472.0,0.0015179,0.0032761,0.00026084,0.0030985,0.023981,0.053128,0.010295,0.079071,1.48e-06,9.159,2.5246,1.5137,1.8837,17.5061,99.2079,220.8522,263.6907,409.1651,460.0884,0.12007,-103595.6858,-41325.6696,-6284.2634,-6723.3048,-3723.118,-3294.7743,1.23e-05,2.83e-05,1.04e-05,1.17e-05,8.2e-05,0.0014386,0.0071749,0.023887,0.044569,0.013363,0.00023938,1.29e-05,1.49e-05,2.19e-05,0.00010984,0.0011802,0.0060868,0.010877,0.021384,0.042635,5.95e-05,-0.00067936,-0.00088788,0.0046819,0.0075348,0.035226,0.064608,0.082065,0.12367,0.047863,0.006068,-0.10215,-0.19634,-0.26357,-0.49178,-0.46799,0.040918,0.10231,0.19718,0.25357,0.34769,0.49923,2.82,2.5448,2.2522,3.255
80.40496601,1318.896561,1.8723,-0.82096,-1.0329,0.4257,0.24786,0.22207,0.060603,0.042452,0.041611,0.039849,0.037909,0.035009,0.031863,0.03568,0.035364,0.025444,0.021659,0.020528,0.020593,0.019433,0.018237,0.015539,0.015563,0.01605,0.012767,-2744327199.0,0.00030764,0.00051889,0.00015354,0.00049103,0.0035757,0.037105,0.0086511,0.0031692,0.00036351,4.5388,11.3595,6.3075,2.0485,6.1093,34.4047,103.7797,183.8003,365.2477,668.2586,11.3916,-124377.1524,-42721.5629,-7526.8095,-6221.2426,-1887.8252,-1808.0325,6.45e-06,1.48e-05,5.34e-05,1.58e-05,3.84e-05,0.00039886,0.0026195,0.01734,0.07157,0.015356,0.025833,0.007015,0.035643,0.00015616,0.00021766,0.00068698,0.0041238,0.011552,0.024507,0.085482,0.0013937,-0.010007,0.0004035,0.0030316,0.0043129,0.019564,0.042323,0.06793,0.11799,0.063105,0.088384,-0.14376,-0.21147,-0.3193,-0.88753,-0.23788,0.11031,0.14292,0.20976,0.29913,0.45842,0.93844,3.3792,2.8769,3.5847,2.6589
72.48772874,1465.623819,4.2619,3.1817,-0.97294,0.53054,0.3862,0.45218,0.067215,0.073633,0.071887,0.057291,0.063009,0.05633,0.054893,0.065202,0.052877,0.034128,0.038786,0.036707,0.026703,0.031123,0.025514,0.029253,0.029403,0.022078,0.025257,-5304354955.0,0.00022222,3.68e-05,9.42e-05,0.00036418,0.00067189,0.080181,0.2352,0.013583,4.62e-06,0.6829,0.16825,0.19117,0.29757,1.0147,1.7418,1.1552,1.3007,1.4909,1.9329,0.26061,-168458.9578,-93826.7215,-7609.7871,-9223.0716,-3834.552,-3373.1928,2.58e-05,1.44e-06,1.1e-06,1.35e-06,8.07e-06,2.41e-05,1.5e-05,3.43e-05,3.85e-05,0.0048286,0.00042369,1.2e-05,2.18e-05,1.83e-06,1.41e-05,3.98e-05,2.72e-05,3.87e-05,5.84e-05,0.00011239,3.47e-05,-0.0021325,-0.002154,0.0010901,0.00048598,0.003588,0.0031621,0.0037292,0.0044619,0.13921,0.0093872,-0.028158,-0.023209,-0.027287,-0.056709,-0.27342,0.019461,0.025631,0.024794,0.025758,0.02925,0.047473,11.2823,5.6164,6.2015,40.1252
80.85680252,1293.120157,0.90073,-1.6927,-1.1644,3.582,0.99039,0.51545,0.29908,0.091909,0.079518,0.087223,0.063967,0.058477,0.07236,0.064619,0.068561,0.073184,0.031072,0.026587,0.026657,0.027518,0.024307,0.023333,0.025507,0.022551,0.027637,-11182001673.0,0.00018273,0.00026133,0.0023257,0.0028255,0.010717,0.11425,0.083242,2.24e-05,2.61e-06,4.8849,42.0154,64.5683,41.1632,48.7124,139.6995,247.1429,405.6004,585.6995,489.9496,0.05416,-121290.5836,-53113.9512,-17015.6297,-12667.7465,-3539.4118,-2900.9891,6.31e-06,1.68e-05,0.00081574,0.00053212,0.00050373,0.0029816,0.0092839,0.065067,0.051598,0.12826,2.13e-05,3.99e-05,5.6e-05,0.00075714,0.00088668,0.004565,0.020085,0.052022,0.094887,0.099391,-0.00030983,-0.014547,-0.014134,0.0031806,0.0041667,0.046107,0.07865,0.12772,0.18798,0.26648,0.004296,-0.24679,-0.46599,-0.63885,-0.80289,-0.078022,0.098936,0.24679,0.46289,0.69843,0.76113,0.80289,5.1691,3.216,35.5874,84.7545
82.23944692,1395.398812,-1.9783,-1.3379,-0.80593,0.12841,0.19678,0.29753,0.01627,0.034891,0.030106,0.028405,0.039347,0.032791,0.036182,0.030312,0.029681,0.0042707,0.014774,0.013047,0.012046,0.0147,0.0116,0.014449,0.013394,0.013538,0.0098804,-6064036971.0,0.0008884,0.0024567,0.0029382,0.022872,0.097897,0.008914,0.0064625,2.26e-05,8.25e-06,60.6679,189.4024,119.9077,154.3248,803.7736,1922.0476,2253.7895,1899.1355,1832.9442,1622.0829,1.3852,-50212.0445,-14080.2127,-6528.3082,-10821.8594,-2532.7318,-2266.7886,7.31e-05,0.00022231,0.0015856,0.0014096,0.012739,0.10342,0.25925,0.61634,0.47819,0.024436,0.00072928,0.0011494,0.00042369,0.003288,0.010388,0.077848,0.16711,0.22827,0.23417,0.16556,-0.00022457,0.012749,0.013653,0.013319,0.024261,0.26465,0.38023,0.41551,0.58216,0.14101,0.024724,-0.65148,-0.97455,-0.97303,-0.95691,-0.098753,0.46315,0.64697,0.98347,0.98274,1.1036,0.96638,1.6711,2.4098,10.1906,6.8671
78.30391937,1194.092048,1.2099,2.2096,0.01602,0.20114,0.24985,0.17768,0.030428,0.039817,0.02709,0.030029,0.028,0.027149,0.032941,0.02318,0.025958,0.016631,0.018657,0.01573,0.016459,0.015467,0.016773,0.018224,0.013248,0.015197,0.01578,-679106796.3,0.0017603,0.00187,0.0051424,0.016755,0.05217,0.023163,0.029505,0.0045879,0.00018694,44.9185,134.8513,156.9424,100.0854,256.9346,568.5584,743.162,796.5541,752.6508,603.518,4.6673,-80100.7218,-35689.2532,-3227.6359,-7472.5569,-2216.6874,-1923.5239,0.00027906,0.00021131,0.0023765,0.0011733,0.0043804,0.021378,0.045434,0.08306,0.068556,0.026546,0.0037882,0.0050984,0.011314,0.0032983,0.0085683,0.036826,0.078454,0.10407,0.11068,0.080374,-0.0010088,0.0010785,-1.04e-05,0.011414,0.012887,0.11762,0.16598,0.19944,0.21767,0.18343,0.053871,-0.68592,-0.95613,-0.89854,-0.6471,-0.36741,0.39307,0.70921,0.87756,0.9239,0.90336,0.70432,3.3075,2.8553,3.0565,5.2507
81.48616481,1158.069079,1.2428,1.9647,0.15586,0.24354,0.28196,0.23296,0.031102,0.044183,0.04085,0.038106,0.036309,0.048048,0.036987,0.028796,0.028563,0.0089551,0.01969,0.019469,0.016903,0.017299,0.020105,0.016235,0.014812,0.014982,0.014281,-962070137.2,7.7e-05,0.00010483,0.00017721,0.00021126,0.0019497,0.008358,0.0079919,0.021331,4.66e-05,4.8869,21.9535,22.0396,9.5679,11.3748,76.7855,213.8171,249.7478,257.0141,432.4637,1.4617,-109146.4869,-46230.5351,-3037.145,-1922.9187,-2593.2361,-2069.4712,1.6e-05,1.71e-05,0.00023389,9.59e-05,6.39e-05,0.00090499,0.0067578,0.010858,0.037349,0.019261,0.0020267,0.0015077,0.0053754,0.00035294,0.00015439,0.0010088,0.0076151,0.013895,0.01392,0.037677,0.00087578,0.00346,-0.0033424,0.0032179,0.0041131,0.030652,0.064509,0.080522,0.091571,0.12869,0.028869,-0.11928,-0.29986,-0.34706,-0.47177,-0.8404,0.048936,0.14501,0.25391,0.31446,0.29616,0.48569,3.0524,3.5784,2.0989,11.8105
